filename,kelas,file_size_kb,format,dampak,penanganan,kategori_sampah,risk_level
24135.jpg,nonsampah,12.6,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05548 - Copy.jpeg,nonsampah,8.34,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05720 - Copy.jpeg,nonsampah,11.03,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
dog.8666.jpg,nonsampah,9.64,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-88-_jpeg.rf.7aca5860fa0d8a587e8e60e88827cc8c.jpg,nonsampah,5.01,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-93-_jpeg.rf.84ffb24524ae96959c205ed968152a87 - Copy.jpg,nonsampah,10.13,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
017_eed36648 - Copy (2).jpg,nonsampah,10.14,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
11_jpg.rf.c6acf1f06cb259ac4a65f3d8c3180ad7.jpg,nonsampah,6.47,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05765.jpeg,nonsampah,5.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
slowking - Copy.png,nonsampah,21.93,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
011_da108a07 - Copy (2).jpg,nonsampah,9.53,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
arceus - Copy.png,nonsampah,31.76,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
040_630a0d6a - Copy - Copy.jpg,nonsampah,8.06,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05669 - Copy.jpeg,nonsampah,8.79,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1514908135297-d8b4af35ee80.jpg,nonsampah,6.25,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05768 - Copy.jpeg,nonsampah,9.47,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
078_b7114bcb - Copy - Copy.jpg,nonsampah,11.49,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20265.jpg,nonsampah,6.89,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1610112260132-ea7495ef1b61 - Copy.jpg,nonsampah,11.66,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_44.jpg,nonsampah,10.55,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Helicopter_69 - Copy.jpg,nonsampah,12.75,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
salazzle - Copy.png,nonsampah,19.43,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (49) - Copy - Copy - Copy.jpeg,nonsampah,7.74,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
061_d844ec74.jpg,nonsampah,7.54,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-88-_jpeg.rf.7aca5860fa0d8a587e8e60e88827cc8c - Copy.jpg,nonsampah,5.01,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_33 - Copy.jpg,nonsampah,7.05,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-54-_jpeg.rf.b97042bc0ecd318255877fc11755708b.jpg,nonsampah,7.21,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
muk - Copy.png,nonsampah,27.65,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
23972.jpg,nonsampah,10.57,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1558090056-c994bfb27e14.jpg,nonsampah,8.37,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05140 - Copy.jpeg,nonsampah,7.56,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
gettyimages-1182452536-612x612_jpg.rf.8cb13017fa488ab575f2b94728d6976f.jpg,nonsampah,4.32,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05545.jpeg,nonsampah,6.6,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Helicopter_95.jpg,nonsampah,7.92,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (158) - Copy - Copy.jpeg,nonsampah,9.62,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20150.jpg,nonsampah,15.36,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
salamence - Copy.png,nonsampah,31.73,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20821.jpg,nonsampah,6.57,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
primarina - Copy.png,nonsampah,39.34,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
088_1fcc7b2c - Copy - Copy.jpg,nonsampah,9.77,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
054_cbee29ae - Copy (2).jpg,nonsampah,7.4,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
dog.9316 - Copy.jpg,nonsampah,8.01,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-86-_jpeg.rf.02a3f2e5d0d6ffd98ee7caffc7485055 - Copy.jpg,nonsampah,8.63,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
tyranitar - Copy.png,nonsampah,32.92,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
T shirt_44 - Copy.jpg,nonsampah,5.14,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
132_a2dd114f.jpg,nonsampah,8.18,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Chat - Copy (4) - Copy.jpeg,nonsampah,7.43,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05744 - Copy.jpeg,nonsampah,6.08,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05618.jpeg,nonsampah,6.85,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05807 - Copy.jpeg,nonsampah,6.01,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
068_006344c5.jpg,nonsampah,8.5,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
slowbro - Copy.png,nonsampah,26.38,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05580 - Copy.jpeg,nonsampah,7.43,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (190) - Copy - Copy.jpeg,nonsampah,11.24,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flickr_dog_000011.jpg,nonsampah,8.06,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05278.jpeg,nonsampah,9.35,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download - Copy (10).jpeg,nonsampah,5.43,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
bounsweet.png,nonsampah,7.14,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
24209.jpg,nonsampah,5.87,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
wimpod - Copy.png,nonsampah,10.67,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
039_f69978ec - Copy.jpg,nonsampah,8.27,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
230_jpg.rf.f264d04a67b51090986585fd82a6f8e2 - Copy.jpg,nonsampah,4.37,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05721.jpeg,nonsampah,8.72,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_36.jpg,nonsampah,11.33,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1499636136210-6f4ee915583e.jpg,nonsampah,12.89,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05215.jpeg,nonsampah,10.05,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1561712815-ca8c24faa5b5 - Copy.jpg,nonsampah,11.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
013_f4968d00 - Copy (2).jpg,nonsampah,9.23,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
073_884e445b - Copy - Copy.jpg,nonsampah,8.11,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
093_dc555290.jpg,nonsampah,7.35,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
013_712a38d6 - Copy (2).jpg,nonsampah,8.11,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05574.jpeg,nonsampah,9.62,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
ninjask - Copy.png,nonsampah,17.01,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_69 - Copy.jpg,nonsampah,12.4,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
dog.7786.jpg,nonsampah,12.11,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
051_1f3aede9 - Copy - Copy.jpg,nonsampah,14.69,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
011_b2354fd0 - Copy - Copy.jpg,nonsampah,9.13,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
pignite - Copy.png,nonsampah,22.2,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20066.jpg,nonsampah,14.95,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05377 - Copy.jpeg,nonsampah,7.19,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Image_24_jpg.rf.cbd971d4d92b4d7f7285a4f5ad8e2314.jpg,nonsampah,8.28,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20062 - Copy.jpg,nonsampah,17.82,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05352 - Copy.jpeg,nonsampah,8.67,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
087_bb9186aa - Copy (2).jpg,nonsampah,9.39,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
car_84 - Copy.jpg,nonsampah,11.26,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
23987.jpg,nonsampah,13.26,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05544.jpeg,nonsampah,7.0,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20129 - Copy.jpg,nonsampah,7.27,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
083_b9787470 - Copy - Copy.jpg,nonsampah,8.79,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Image_22_jpg.rf.3ee71c57ea0fb3c85800d7fe1ef3fd88 - Copy.jpg,nonsampah,17.74,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
7_mri_0_1707_jpeg.rf.c179ee9601d4edaa54af18412a85aa86.jpg,nonsampah,9.14,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
079_91098298 - Copy.jpg,nonsampah,10.1,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
131_fc6adb6b - Copy - Copy.jpg,nonsampah,8.56,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
020_e616c0af - Copy.jpg,nonsampah,9.96,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (122) - Copy.jpeg,nonsampah,11.24,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
052_89d1073b.jpg,nonsampah,8.22,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
059_6b515be7.jpg,nonsampah,8.5,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Image_6_jpg.rf.4a4550598d026e8c2e007cfec922cfa4.jpg,nonsampah,16.24,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
plane_17.jpg,nonsampah,5.75,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
18_jpg.rf.d8c2a68bf70f182e7a9ea34fecb00af2 - Copy.jpg,nonsampah,5.26,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
043_33815e76 - Copy.jpg,nonsampah,8.2,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20737 - Copy.jpg,nonsampah,7.46,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05579 - Copy.jpeg,nonsampah,6.61,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05467 - Copy.jpeg,nonsampah,9.2,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
099_1046eb6d - Copy.jpg,nonsampah,8.64,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (34) - Copy.jpeg,nonsampah,11.24,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
T shirt_66 - Copy.jpg,nonsampah,5.03,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05326.jpeg,nonsampah,6.34,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
cat.jpg,nonsampah,14.03,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Helicopter_20.jpg,nonsampah,10.9,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (10) - Copy.jpeg,nonsampah,8.99,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (56) - Copy - Copy - Copy.jpeg,nonsampah,8.99,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
030_02e7f231 - Copy (2).jpg,nonsampah,9.82,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05363.jpeg,nonsampah,8.92,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_61.jpg,nonsampah,7.23,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
dog.8868 - Copy.jpg,nonsampah,10.4,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05325 - Copy.jpeg,nonsampah,7.44,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Image_14_jpg.rf.ecc1548e5fcf36a2f6a4dac782c610cb - Copy.jpg,nonsampah,8.41,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
099_d88c0793 - Copy - Copy.jpg,nonsampah,6.51,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05745.jpeg,nonsampah,6.79,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
097_ca9cfda8.jpg,nonsampah,9.81,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
squirtle.png,nonsampah,13.48,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05349 - Copy.jpeg,nonsampah,10.31,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
045_caf1e891.jpg,nonsampah,6.99,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
087_bb9186aa - Copy.jpg,nonsampah,9.39,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05693.jpeg,nonsampah,10.0,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
024_bfac5f5b - Copy - Copy.jpg,nonsampah,9.28,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (116) - Copy - Copy.jpeg,nonsampah,9.3,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
red-apple-2805718_jpg.rf.400024cee7a0c74aea7ba7c548513a3a.jpg,nonsampah,6.42,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05750.jpeg,nonsampah,4.71,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-8-_jpeg.rf.9a5795540345a22ea464d1380982d580.jpg,nonsampah,7.34,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05694 - Copy.jpeg,nonsampah,7.15,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20642 - Copy.jpg,nonsampah,12.79,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
025_41cee764 - Copy - Copy.jpg,nonsampah,7.48,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05282 - Copy.jpeg,nonsampah,7.54,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
054_7ba62f81 - Copy - Copy.jpg,nonsampah,9.22,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
24323 - Copy.jpg,nonsampah,10.83,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
029_09dcae68 - Copy - Copy.jpg,nonsampah,6.14,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
24082.jpg,nonsampah,13.93,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05747 - Copy.jpeg,nonsampah,8.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
56_jpg.rf.fd475eb0fc6fb0e29cb07dc8d264a519.jpg,nonsampah,6.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
Helicopter_22 - Copy.jpg,nonsampah,5.95,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05153 - Copy.jpeg,nonsampah,10.68,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
photo-1497034825429-c343d7c6a68f.jpg,nonsampah,5.23,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
018_14e5366f - Copy - Copy.jpg,nonsampah,9.05,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
dog.9116 - Copy.jpg,nonsampah,12.11,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20680 - Copy.jpg,nonsampah,11.16,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
041_abf5c9cb.jpg,nonsampah,6.57,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
23987 - Copy.jpg,nonsampah,13.26,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-43-_jpeg.rf.c9fd94f3b399e3d139c4c114e2eea2b2 - Copy.jpg,nonsampah,8.75,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
053_05c78fa1 - Copy (2).jpg,nonsampah,8.93,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
025_467e0866 - Copy - Copy.jpg,nonsampah,8.94,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
032_ac85b92c - Copy.jpg,nonsampah,8.52,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05529 - Copy.jpeg,nonsampah,8.84,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
067_ff52c2fe.jpg,nonsampah,6.46,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20300 - Copy.jpg,nonsampah,9.31,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
056_ec9b544d - Copy - Copy.jpg,nonsampah,7.81,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
005_582c121a - Copy - Copy.jpg,nonsampah,9.0,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
swinub.png,nonsampah,8.6,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_20.jpg,nonsampah,14.08,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-65-_jpeg.rf.d9abb7401104741dad057ebf9cea2ca5.jpg,nonsampah,6.1,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20178.jpg,nonsampah,10.18,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
037_f01637d6 - Copy.jpg,nonsampah,8.03,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20218 - Copy.jpg,nonsampah,15.83,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
060_8bb5cac3 - Copy - Copy.jpg,nonsampah,7.59,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
23909 - Copy.jpg,nonsampah,11.0,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20152.jpg,nonsampah,13.67,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
salazzle.png,nonsampah,19.43,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
23918 - Copy.jpg,nonsampah,11.04,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (23) - Copy - Copy - Copy.jpeg,nonsampah,7.74,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20056.jpg,nonsampah,11.27,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
solgaleo - Copy.png,nonsampah,43.29,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
041_6ec992c9 - Copy - Copy.jpg,nonsampah,7.21,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-29-_jpeg.rf.e20d05462cc7293892ba6b4490a65077 - Copy.jpg,nonsampah,8.46,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
026_2828fcaf - Copy (2).jpg,nonsampah,7.63,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
swellow.png,nonsampah,13.93,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20712.jpg,nonsampah,13.2,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
24332.jpg,nonsampah,10.2,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flickr_dog_000019 - Copy.jpg,nonsampah,8.61,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05614 - Copy.jpeg,nonsampah,8.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
scrafty.png,nonsampah,17.63,PNG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
download (32) - Copy - Copy.jpeg,nonsampah,10.36,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05353.jpeg,nonsampah,11.61,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05262 - Copy.jpeg,nonsampah,6.39,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05203.jpeg,nonsampah,9.54,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
24006.jpg,nonsampah,10.98,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
064_61385762 - Copy - Copy.jpg,nonsampah,8.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flowers_33.jpg,nonsampah,7.05,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
042_6ac9e24e.jpg,nonsampah,8.11,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flickr_cat_000022 - Copy.jpg,nonsampah,6.8,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
20627 - Copy.jpg,nonsampah,11.99,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
flickr_cat_000005.jpg,nonsampah,8.6,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
021_d1cfd3e9 - Copy (2).jpg,nonsampah,8.37,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05160.jpeg,nonsampah,10.65,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
05528.jpeg,nonsampah,6.02,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-2023-02-07T153948-403_jpeg.rf.15bde15ca5ee91d226c6af81a2488123 - Copy.jpg,nonsampah,15.07,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-31-_jpeg.rf.4f630ab3677d64401a330f568bc92735.jpg,nonsampah,6.98,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
images-2023-02-07T105700-706_jpeg.rf.28fce28585d9b2b7357c701ba1acd204 - Copy.jpg,nonsampah,6.62,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
050_6641bd32 - Copy - Copy.jpg,nonsampah,9.95,JPEG,Bukan kategori sampah,Tidak memerlukan pengolahan,Nonsampah,Rendah
